Attendance,Extracurricular_Activities,Previous_Scores_1,previous_Score_2,Assignment_Score,Previous_Semester_CGPA,Rating
52,Yes,22,42,12,2.9,3.6
46,Yes,30,39,16,3.3,3.9
58,Yes,26,41,19,3.2,4.5
88,No,99,74,44,8.8,8.3
65,Yes,96,65,38,8.3,8.0
76,No,79,63,37,7.3,7.2
94,No,71,74,38,7.5,7.5
47,Yes,27,32,17,3.0,3.5
84,Yes,51,71,30,6.2,6.4
80,Yes,82,68,33,7.8,8.4
86,No,78,69,33,7.8,7.8
52,No,25,34,17,2.9,3.3
62,Yes,79,66,32,7.3,7.2
83,Yes,57,65,31,5.8,6.3
44,Yes,25,35,15,3.0,3.2
55,Yes,21,37,16,2.9,3.2
41,No,35,22,14,2.4,2.9
47,No,25,36,15,2.7,2.8
54,Yes,33,40,16,3.7,4.0
66,No,94,64,36,7.6,7.8
94,Yes,57,71,27,6.4,7.0
81,Yes,79,68,37,7.0,8.1
97,No,94,72,46,8.6,8.5
92,Yes,61,71,33,7.0,7.8
59,Yes,21,29,16,3.0,3.1
60,Yes,69,64,33,6.4,7.4
77,Yes,54,66,31,6.2,6.2
68,Yes,71,68,35,6.8,7.9
96,No,74,68,39,7.4,7.8
67,Yes,51,65,25,5.9,6.5
71,Yes,74,67,38,7.4,7.5
81,Yes,55,64,30,5.9,6.3
71,Yes,95,70,43,8.0,9.0
68,Yes,83,65,38,7.7,8.1
41,No,26,44,15,3.3,3.7
64,No,91,68,39,8.0,7.8
62,Yes,68,61,28,6.8,6.6
75,No,61,63,33,6.7,6.5
89,Yes,63,65,30,6.7,6.9
82,Yes,80,69,37,7.1,7.7
77,No,54,64,30,5.7,5.5
55,No,33,44,21,4.3,4.5
75,Yes,81,67,38,7.8,7.6
97,Yes,99,74,47,8.2,9.0
62,Yes,74,66,39,7.3,7.8
59,Yes,25,20,7,2.2,2.9
96,Yes,97,73,40,8.3,8.9
92,No,62,73,33,6.3,6.7
44,Yes,20,25,13,2.4,3.4
72,Yes,95,69,40,8.5,9.0
89,Yes,82,71,43,7.6,8.8
60,No,26,34,13,3.2,2.9
92,Yes,84,69,38,7.3,8.3
89,Yes,91,72,43,8.2,9.0
89,Yes,64,68,32,7.0,7.7
64,No,69,62,36,6.9,6.9
89,Yes,60,68,31,6.7,7.4
43,Yes,22,20,7,2.0,2.3
93,Yes,83,67,40,7.6,7.8
40,Yes,36,41,19,4.2,4.8
61,Yes,84,60,37,7.2,7.2
75,Yes,83,68,42,7.4,8.3
66,Yes,52,59,25,5.6,6.4
82,No,78,64,38,7.1,6.8
97,Yes,81,71,36,7.9,8.7
76,No,72,68,34,6.7,6.7
94,Yes,95,70,37,8.5,8.6
60,No,66,62,27,6.1,6.4
67,No,53,62,32,6.0,6.2
61,No,84,68,42,7.9,8.0
73,No,80,68,41,7.7,7.4
58,Yes,33,21,18,2.7,3.7
64,No,62,61,30,5.9,5.6
84,Yes,70,67,37,6.6,7.6
78,No,73,65,36,7.1,6.8
41,Yes,29,27,13,2.3,3.3
65,Yes,71,65,30,6.6,6.8
68,No,89,67,39,8.2,8.2
61,Yes,58,61,29,6.1,6.9
77,No,70,64,37,7.1,7.2
71,No,58,64,32,6.2,5.7
95,Yes,97,67,40,8.1,8.2
59,Yes,32,38,17,3.7,4.5
85,Yes,71,69,34,7.0,7.2
81,No,54,67,27,5.6,6.2
64,No,96,62,37,7.7,7.7
78,No,81,66,35,7.3,7.4
100,No,98,72,43,8.7,8.5
55,Yes,26,37,14,3.2,4.1
96,Yes,59,66,27,6.3,7.2
93,Yes,69,67,34,6.5,7.2
64,Yes,81,67,39,7.8,8.3
69,Yes,66,68,29,6.4,6.7
60,Yes,86,63,33,7.2,7.5
72,No,58,62,28,6.2,6.3
64,Yes,80,65,39,6.9,7.6
79,Yes,70,65,36,6.4,7.6
87,Yes,75,70,35,7.3,7.5
95,No,78,73,35,7.3,7.1
59,Yes,42,36,19,3.5,4.6
98,Yes,96,68,45,7.8,8.8
62,No,89,63,38,7.9,7.7
60,Yes,20,31,17,2.2,2.8
86,Yes,77,69,32,7.0,7.8
72,No,52,66,33,6.3,6.1
70,Yes,75,68,35,7.6,7.5
50,Yes,26,30,12,2.6,2.9
71,Yes,69,65,37,6.7,7.2
80,Yes,91,70,35,8.5,8.8
78,Yes,59,64,32,5.8,6.8
80,Yes,59,65,33,6.1,6.6
87,No,76,67,30,7.5,7.1
75,Yes,84,62,40,7.7,7.6
70,Yes,51,66,33,6.2,7.0
55,Yes,27,21,15,2.5,3.2
74,No,65,64,35,6.9,7.1
90,No,88,69,35,8.3,8.1
90,Yes,73,69,33,7.2,7.8
47,Yes,33,26,14,3.4,3.5
69,Yes,70,61,35,6.5,7.3
84,Yes,91,70,37,8.2,8.1
83,Yes,86,65,35,7.3,8.3
79,Yes,91,66,36,7.7,8.7
82,Yes,91,66,39,8.0,8.1
80,Yes,74,69,31,6.8,7.7
60,Yes,24,39,12,3.0,3.8
44,Yes,21,25,12,2.6,3.0
64,Yes,68,68,36,6.8,7.5
90,No,54,67,29,5.8,5.9
46,No,30,38,16,2.9,3.2
63,No,70,64,29,6.3,6.2
99,Yes,57,73,35,7.0,7.7
98,Yes,82,69,35,7.8,8.3
62,No,94,65,43,8.2,7.8
78,Yes,93,70,37,7.7,8.5
67,Yes,78,67,37,7.3,8.0
79,Yes,54,67,33,6.5,6.8
93,Yes,85,70,34,7.6,8.2
98,No,80,69,37,7.7,7.8
85,No,61,68,27,6.5,6.4
74,No,95,66,44,8.0,8.0
84,No,54,62,33,6.0,5.8
72,Yes,69,67,34,7.1,7.7
96,Yes,55,71,36,6.8,7.0
95,Yes,96,68,41,7.9,8.8
82,Yes,52,66,25,6.2,6.5
73,Yes,71,64,33,7.0,7.1
72,Yes,93,71,44,8.4,9.0
61,Yes,63,61,26,6.5,7.1
93,No,55,67,25,5.9,5.6
78,Yes,56,65,27,5.9,6.5
73,Yes,70,66,38,6.8,7.0
79,Yes,71,68,32,7.1,7.3
93,No,86,66,39,7.9,7.4
65,No,62,63,27,6.7,6.1
94,Yes,85,66,34,7.6,8.5
96,No,100,73,44,8.8,9.1
98,Yes,93,88,45,9.3,9.8
52,No,31,39,17,3.0,3.0
69,Yes,97,69,39,8.5,8.8
75,Yes,100,67,38,8.3,8.9
73,Yes,79,64,33,7.5,7.2
67,Yes,64,64,27,6.2,6.5
84,No,96,65,43,8.5,8.3
43,No,37,38,14,3.8,3.9
95,Yes,54,77,33,7.0,7.6
61,Yes,97,63,39,8.0,8.6
86,Yes,68,69,31,7.3,7.7
91,Yes,66,69,31,6.8,6.9
90,No,67,70,30,7.3,7.1
95,Yes,66,73,37,7.3,7.7
89,Yes,76,66,31,7.2,7.6
97,No,79,71,33,7.6,8.0
73,Yes,71,66,33,7.3,7.1
80,Yes,71,71,30,6.9,7.2
61,Yes,87,66,36,7.9,7.7
60,Yes,50,63,27,5.3,6.0
70,Yes,97,70,42,8.8,9.1
64,Yes,86,66,35,7.5,7.8
57,No,35,39,21,3.2,3.9
67,No,71,66,36,7.2,7.2
61,No,98,62,41,8.0,8.0
96,No,50,69,31,6.2,6.3
60,Yes,54,63,28,5.4,6.6
89,Yes,90,68,36,8.1,8.9
66,No,87,64,36,7.7,7.0
96,Yes,64,69,36,7.1,7.8
96,Yes,80,71,32,7.5,7.6
52,Yes,37,25,18,3.2,3.9
87,No,76,66,37,7.1,7.3
60,Yes,80,63,34,6.7,7.5
99,Yes,100,72,39,8.2,8.7
95,Yes,99,70,38,8.5,8.5
96,No,99,71,46,8.6,8.4
86,Yes,77,65,30,6.6,7.2
74,Yes,66,65,35,6.3,7.1
96,No,78,67,40,7.1,7.2
72,No,81,68,34,7.9,7.7
83,Yes,66,70,34,6.4,6.8
64,Yes,82,70,34,7.2,7.8
47,Yes,38,34,20,3.5,3.8
57,No,40,25,18,2.8,3.0
69,Yes,62,65,32,6.8,7.3
82,Yes,85,71,43,8.1,8.7
91,Yes,73,74,33,6.9,7.8
85,No,56,64,29,5.6,5.8
49,No,36,30,19,3.7,3.8
60,Yes,53,65,30,5.8,6.3
90,Yes,66,67,31,7.0,7.3
99,No,53,73,33,6.5,6.6
92,No,96,72,41,8.6,9.0
78,No,55,65,33,5.7,5.8
96,No,91,67,36,7.4,7.4
76,Yes,95,66,37,7.9,8.3
81,Yes,73,70,30,6.9,7.8
79,No,53,66,28,6.0,6.3
78,Yes,80,66,36,7.4,8.2
91,Yes,62,68,31,6.0,6.9
48,Yes,40,25,19,3.1,3.7
73,No,78,67,36,7.1,7.3
70,Yes,68,65,38,6.8,7.4
62,Yes,87,64,37,7.8,7.8
47,No,38,26,13,3.3,3.4
69,No,91,63,38,7.9,7.5
66,No,53,65,28,6.0,5.6
86,Yes,62,67,32,6.0,7.2
87,Yes,78,71,38,7.0,8.2
90,Yes,94,73,40,7.9,9.0
80,No,91,67,41,8.1,7.9
96,Yes,84,72,41,7.7,8.2
97,No,79,71,41,7.2,8.1
92,Yes,82,72,41,7.2,8.6
85,Yes,61,68,37,6.9,7.8
72,Yes,80,65,31,7.4,7.6
99,No,75,68,39,7.3,7.5
71,No,69,67,36,6.8,7.1
68,No,94,66,37,7.5,8.2
78,Yes,91,64,35,7.5,8.1
40,No,26,36,18,3.0,3.2
99,No,99,69,42,8.3,8.5
84,Yes,61,68,30,6.0,7.0
82,No,61,69,30,6.2,6.3
86,Yes,97,70,44,8.8,9.3
80,No,72,65,31,7.2,6.6
61,No,90,63,33,7.3,7.2
84,Yes,64,71,36,6.4,6.8
89,Yes,94,68,36,8.1,9.0
77,Yes,92,70,37,7.7,8.0
90,Yes,76,72,35,7.8,7.7
69,Yes,85,64,32,7.5,8.1
69,No,98,64,37,7.8,8.1
66,Yes,73,66,34,6.7,6.9
75,Yes,75,69,38,7.3,7.6
94,No,86,71,36,7.6,7.4
93,Yes,69,69,31,7.0,7.6
75,No,98,67,38,7.8,7.7
84,Yes,52,66,27,6.1,6.6
89,No,70,71,35,6.7,6.6
48,Yes,35,42,15,3.9,4.0
67,No,71,62,33,6.5,6.2
99,No,63,73,31,7.1,6.8
85,No,71,66,29,6.6,6.3
54,Yes,37,35,15,3.3,4.0
74,Yes,77,67,32,7.5,7.3
88,No,67,65,30,7.0,6.9
69,Yes,84,66,42,7.0,8.4
60,Yes,37,39,20,3.7,3.9
44,Yes,21,24,8,2.3,3.0
73,Yes,70,68,29,6.5,7.5
41,Yes,36,32,14,3.9,3.7
71,Yes,81,68,34,7.6,8.2
61,Yes,71,64,30,7.2,6.9
88,Yes,71,67,29,6.5,7.3
80,Yes,62,68,32,6.2,7.3
64,No,62,61,35,5.8,6.6
67,No,89,66,39,7.7,8.2
64,Yes,74,64,32,6.9,7.1
44,No,29,39,20,3.5,3.9
64,No,52,64,32,5.6,5.5
90,No,61,72,34,6.4,7.1
51,No,33,28,17,3.2,3.3
70,Yes,81,63,31,7.2,7.4
96,No,57,70,33,6.3,6.7
44,No,42,21,16,2.9,2.9
63,Yes,54,64,30,5.8,6.3
93,No,52,66,33,6.2,6.4
80,Yes,93,67,39,7.9,8.8
55,Yes,34,38,15,3.3,3.8
84,Yes,89,70,36,7.6,8.1
57,No,38,36,19,4.1,3.5
54,No,26,24,11,2.7,2.3
69,Yes,72,64,36,6.7,7.3
85,Yes,83,70,41,7.2,7.6
78,Yes,77,69,32,7.2,8.0
62,Yes,78,63,35,7.4,7.2
61,No,58,60,28,5.6,6.1
65,No,74,65,30,7.1,6.4
52,No,32,29,15,3.0,2.7
83,No,75,66,35,7.5,6.8
82,No,60,68,35,6.6,6.8
61,Yes,71,58,36,6.5,6.6
79,Yes,88,67,43,8.1,8.9
97,Yes,57,68,35,6.7,7.4
76,Yes,79,62,38,7.4,8.1
85,No,98,69,38,8.6,8.6
91,Yes,69,73,31,7.4,7.8
91,No,52,66,25,5.4,5.6
81,Yes,82,67,41,7.6,7.9
51,No,20,43,13,2.8,3.3
76,Yes,60,66,33,6.7,6.9
96,Yes,52,74,27,6.7,6.8
70,No,59,67,36,6.2,6.3
71,No,93,68,44,8.3,8.2
62,No,87,61,34,7.3,7.2
92,No,67,69,34,6.8,7.4
77,Yes,95,65,37,7.7,8.2
69,Yes,83,71,37,7.4,8.5
69,No,72,61,30,6.7,6.9
96,Yes,53,70,25,5.9,6.5
93,No,87,70,34,8.3,7.4
50,Yes,43,33,19,4.1,4.4
55,Yes,33,36,19,3.1,3.6
79,Yes,64,67,33,6.7,7.4
76,No,50,63,31,5.9,5.4
97,No,87,70,37,7.8,7.7
65,No,57,61,28,6.3,6.1
77,Yes,76,64,33,6.7,6.9
74,Yes,51,65,24,5.8,6.5
80,No,81,65,33,7.5,7.2
78,Yes,68,66,35,6.8,7.0
53,Yes,35,35,18,3.6,4.1
66,Yes,54,63,25,6.0,6.6
81,Yes,63,66,36,6.8,6.8
70,Yes,56,64,34,5.8,7.1
67,No,82,65,35,6.9,7.6
63,No,55,62,28,5.7,6.2
91,Yes,81,71,40,7.6,8.6
77,Yes,57,63,28,6.2,6.3
85,No,97,70,40,8.8,8.2
89,Yes,71,70,37,7.2,7.6
87,No,56,65,26,5.6,5.8
79,Yes,52,66,27,6.1,6.1
76,Yes,66,66,36,6.9,7.4
75,No,95,68,38,8.6,7.8
86,No,57,68,31,6.4,6.3
80,Yes,90,69,40,8.4,8.4
94,Yes,71,71,36,7.0,7.9
95,Yes,90,69,43,7.7,8.2
67,Yes,94,68,41,8.4,8.6
65,Yes,100,67,40,8.6,8.5
85,No,53,72,29,6.5,6.8
72,Yes,90,68,42,8.2,8.4
61,Yes,53,60,25,5.9,6.4
46,No,26,40,18,3.0,3.3
54,Yes,30,33,16,2.8,3.5
97,No,72,67,30,6.8,6.9
89,No,78,70,37,7.5,7.5
91,Yes,98,70,39,8.5,9.3
68,No,91,61,42,7.6,7.8
69,Yes,68,68,36,7.1,7.6
81,No,80,67,31,7.2,7.3
67,No,52,62,24,5.5,5.8
72,No,73,66,37,6.5,6.5
58,Yes,42,25,12,3.7,3.5
66,Yes,86,66,33,7.9,7.7
68,Yes,95,64,41,7.9,8.8
92,No,64,66,29,6.1,6.0
67,No,95,63,44,8.0,8.0
61,Yes,83,62,36,7.2,7.5
85,Yes,54,65,29,6.1,6.6
43,No,27,21,13,2.4,2.9
73,Yes,74,65,38,7.3,7.6
49,Yes,30,33,20,3.0,3.8
83,Yes,56,68,33,5.9,7.2
58,Yes,40,42,23,3.7,5.0
91,No,57,69,30,5.9,6.2
47,No,29,32,17,2.9,2.9
73,Yes,93,68,36,8.0,8.6
82,No,74,64,34,7.1,6.8
64,Yes,53,61,23,6.1,6.1
87,No,78,67,35,7.0,7.1
89,Yes,80,68,40,7.1,7.9
99,No,94,74,40,8.1,8.8
70,Yes,53,67,32,6.2,6.4
61,Yes,85,64,34,7.5,7.3
82,No,78,69,35,7.8,7.4
88,Yes,59,63,34,5.9,6.9
92,No,56,67,29,6.6,6.1
68,Yes,85,65,41,7.0,7.6
70,Yes,67,67,37,6.7,7.3
81,No,100,68,46,8.2,8.7
73,Yes,95,62,40,7.9,8.5
47,Yes,43,37,19,4.3,4.5
79,Yes,82,67,37,7.7,7.7
92,Yes,58,89,41,7.0,7.7
83,Yes,95,65,36,8.3,8.6
91,Yes,73,69,35,6.7,7.6
73,No,76,64,33,7.1,6.5
93,No,94,74,42,8.4,8.8
71,No,50,64,30,5.8,6.0
82,No,75,64,30,6.9,6.7
69,Yes,81,67,41,7.7,8.1
79,Yes,58,63,34,6.2,6.5
73,Yes,53,68,26,6.2,6.9
71,Yes,77,66,35,7.3,7.5
99,Yes,77,68,39,7.1,8.4
44,No,26,21,9,2.6,2.9
91,No,94,69,42,8.1,7.7
99,No,65,71,38,7.1,6.7
61,Yes,76,65,36,6.9,7.1
52,Yes,30,37,19,3.2,4.3
46,No,35,23,12,2.6,3.1
62,No,71,65,31,6.4,6.6
76,No,76,80,39,8.0,7.4
97,Yes,88,74,38,8.5,8.8
60,No,72,59,31,6.4,6.9
84,No,64,69,36,6.2,6.8
80,Yes,80,66,36,7.2,7.4
95,Yes,69,66,34,7.0,7.0
63,No,62,65,30,6.2,6.5
87,Yes,96,67,36,7.9,8.8
55,No,28,43,16,3.1,3.0
60,Yes,26,20,14,2.3,3.4
98,Yes,84,73,42,7.6,8.4
93,Yes,90,71,41,8.4,8.9
62,Yes,88,67,33,7.5,7.9
79,Yes,80,67,39,6.9,7.4
76,No,76,66,35,7.5,6.8
72,No,89,63,40,7.4,7.5
78,No,85,65,42,7.1,7.1
75,Yes,79,67,40,7.0,7.6
77,Yes,83,69,33,8.0,8.2
99,Yes,58,67,32,6.5,7.1
64,Yes,51,66,28,6.1,6.6
97,Yes,97,74,47,8.1,9.0
79,No,97,69,37,8.6,8.2
85,Yes,89,66,43,8.1,8.4
93,Yes,69,69,38,6.8,7.4
56,Yes,39,37,18,4.3,4.7
77,Yes,68,65,30,7.1,7.5
76,No,86,64,36,7.5,7.6
75,No,67,64,31,6.3,6.0
97,Yes,90,69,38,7.8,8.5
50,No,40,25,19,3.3,3.3
64,Yes,81,62,35,6.8,7.6
64,Yes,97,62,44,7.5,8.5
77,Yes,95,68,36,8.5,8.7
64,No,86,66,41,7.6,7.4
85,Yes,60,68,29,6.7,6.8
66,Yes,97,66,43,8.6,8.7
50,Yes,37,32,13,3.0,4.1
60,Yes,69,62,31,6.9,7.5
73,No,91,68,38,8.1,8.4
87,No,60,67,32,6.7,6.4
60,No,23,44,17,2.9,3.2
99,No,73,69,30,7.2,7.2
95,No,81,67,40,7.5,7.9
51,Yes,35,30,13,3.0,3.2
62,Yes,90,62,35,7.2,7.5
94,Yes,65,71,36,6.4,7.2
96,Yes,53,72,31,6.1,7.0
93,Yes,98,74,45,8.6,9.0
65,No,79,66,32,6.9,7.3
100,Yes,59,72,34,6.6,7.7
41,No,36,43,14,3.8,3.8
89,Yes,52,67,34,6.1,6.7
46,Yes,26,22,15,2.4,3.3
69,Yes,82,62,31,6.9,7.2
96,Yes,70,66,36,6.4,7.5
72,Yes,66,65,29,6.8,7.2
99,Yes,83,70,38,7.5,8.7
60,Yes,39,28,19,3.2,4.4
43,Yes,32,20,9,2.7,3.5
62,No,73,66,39,6.9,6.7
88,Yes,83,73,36,7.9,7.9
81,No,85,69,34,8.1,7.6
79,Yes,89,66,35,7.9,8.5
69,Yes,65,65,31,6.2,6.6
88,No,56,70,29,6.4,6.3
43,No,41,39,23,3.6,3.6
82,No,56,67,28,6.5,6.3
70,Yes,73,68,39,6.6,7.2
50,Yes,24,43,19,3.7,4.3
61,No,67,61,27,6.3,6.7
68,Yes,74,70,32,7.2,7.5
70,No,95,65,44,7.9,8.2
77,Yes,84,66,37,7.3,7.6
58,Yes,30,42,14,3.5,3.6
80,Yes,94,69,44,8.4,9.2
95,No,75,69,39,7.6,7.9
88,Yes,60,67,36,6.8,6.8
83,No,76,66,38,7.6,7.5
64,Yes,60,63,30,6.4,7.2
88,No,68,67,28,6.5,6.1
67,Yes,90,64,37,7.3,7.7
91,No,83,68,33,7.9,7.8
49,Yes,27,36,15,3.5,4.2
53,No,26,34,11,2.9,2.7
74,Yes,64,65,28,6.0,6.4
94,Yes,99,70,43,8.8,9.4
65,Yes,67,62,28,6.1,6.3
83,No,81,68,38,7.8,7.6
66,Yes,75,62,39,6.7,7.9
88,Yes,51,68,30,5.8,7.0
96,Yes,97,72,40,8.7,9.3
77,Yes,54,70,32,6.3,7.1
80,No,83,62,34,7.2,6.7
97,Yes,91,79,38,8.6,8.5
81,Yes,87,73,35,7.5,7.8
80,Yes,90,68,38,7.8,8.0
51,Yes,24,34,15,2.9,3.5
88,Yes,72,69,35,6.7,7.4
64,Yes,95,63,42,8.4,8.2
44,Yes,31,26,14,3.0,3.3
54,Yes,37,25,13,3.2,3.5
63,No,74,61,33,6.8,6.7
91,Yes,74,69,36,7.2,8.1
75,No,64,64,34,6.2,7.0
64,Yes,56,63,30,5.8,6.4
85,No,63,68,36,6.4,6.8
95,Yes,92,72,36,8.6,9.1
96,Yes,77,65,32,6.8,7.2
98,No,93,69,39,8.3,8.6
95,No,87,70,39,8.0,7.8
60,Yes,67,63,36,6.5,6.9
41,Yes,31,24,16,3.0,3.9
93,Yes,78,72,33,7.3,8.0
75,No,97,69,44,8.2,8.3
47,No,27,20,8,2.1,2.6
84,Yes,88,71,41,7.5,8.3
75,No,88,62,33,7.5,7.5
58,Yes,22,29,10,3.0,3.2
80,No,58,63,28,6.2,6.2
79,Yes,64,66,33,6.7,7.2
100,Yes,79,75,36,7.4,7.9
80,Yes,66,69,35,6.5,6.8
67,No,89,68,40,7.6,8.0
81,No,69,69,31,6.7,6.3
93,No,56,67,32,6.0,6.1
56,Yes,35,41,14,4.2,4.1
92,Yes,85,71,37,8.2,8.7
88,Yes,63,71,29,6.9,7.6
70,No,99,68,45,8.4,8.6
94,No,70,70,39,7.5,7.4
50,Yes,38,33,13,3.4,4.2
68,No,96,69,37,7.9,8.3
65,No,58,63,28,5.6,6.1
99,Yes,94,71,39,8.5,9.2
95,Yes,85,69,33,7.6,7.8
96,Yes,58,71,32,6.3,6.9
58,No,20,36,14,2.6,3.1
82,No,94,68,43,7.8,8.1
86,No,90,66,41,7.9,8.0
82,No,88,67,36,7.7,8.0
62,Yes,58,59,30,5.6,6.0
90,No,60,66,33,6.4,6.9
80,No,77,64,34,7.3,7.1
86,No,79,64,38,7.6,7.4
80,Yes,97,69,39,8.6,8.4
45,No,31,25,9,3.1,2.9
67,No,65,61,32,6.4,6.2
71,No,60,62,28,6.0,6.2
66,No,53,61,27,5.6,5.3
68,Yes,53,63,24,5.9,6.3
99,No,79,71,40,7.9,7.9
66,Yes,59,65,31,5.9,7.0
71,Yes,93,68,38,7.9,8.0
84,No,80,67,33,7.5,7.2
84,Yes,93,70,43,8.2,8.5
66,Yes,71,64,36,6.6,7.5
92,No,80,71,34,7.1,7.8
91,Yes,76,71,38,7.4,8.4
69,No,99,67,39,8.2,8.1
72,Yes,90,63,41,7.6,8.5
98,Yes,80,66,32,7.0,7.4
93,Yes,80,70,33,7.0,7.6
88,No,62,70,33,7.0,6.6
63,Yes,87,67,40,7.2,7.8
77,No,99,69,38,8.4,8.1
82,No,56,66,34,6.4,6.2
67,No,82,67,36,7.1,7.2
78,Yes,76,65,31,7.1,7.6
84,Yes,93,72,45,8.1,9.3
73,No,50,68,29,5.7,6.4
91,Yes,57,72,37,6.4,7.3
94,Yes,52,76,29,6.5,6.8
73,Yes,58,65,26,6.2,6.5
94,No,85,68,42,7.9,7.7
64,Yes,57,65,34,6.3,7.2
94,Yes,81,66,38,6.9,8.1
66,No,93,63,34,7.5,7.2
63,No,52,63,26,5.4,5.1
86,Yes,51,66,33,5.4,6.4
79,Yes,99,69,43,8.3,8.8
96,Yes,84,72,41,8.3,8.2
75,Yes,57,66,26,5.8,6.7
55,Yes,41,29,17,3.4,4.4
80,Yes,99,67,43,8.1,8.8
78,Yes,61,67,34,6.8,7.2
74,Yes,88,66,43,8.1,8.4
88,Yes,62,68,35,6.6,7.5
90,No,70,65,34,6.9,7.4
94,Yes,94,71,45,8.3,9.2
99,Yes,51,71,35,6.6,7.1
71,Yes,65,62,35,5.9,6.4
89,Yes,74,69,40,6.9,8.2
76,No,81,65,34,6.9,6.8
87,No,51,70,25,6.0,5.7
79,Yes,71,66,32,7.1,7.5
60,No,40,41,16,4.5,4.0
54,No,41,31,16,3.3,4.0
98,Yes,68,69,37,6.6,7.4
93,Yes,97,71,40,8.8,8.6
96,No,64,69,31,6.3,6.9
93,No,79,73,33,7.1,7.0
78,Yes,65,65,31,6.9,7.4
49,Yes,24,35,10,2.5,3.6
75,No,64,67,27,6.9,6.1
61,Yes,74,65,38,6.8,7.0
81,No,65,65,33,7.0,7.1
80,Yes,81,70,35,7.3,8.2
81,Yes,97,70,42,8.3,8.7
99,Yes,53,71,26,6.5,6.9
96,No,86,71,38,7.6,8.1
57,Yes,33,41,19,3.7,4.8
75,No,50,65,30,5.8,6.3
77,Yes,57,84,34,7.3,7.3
74,Yes,74,68,38,6.8,8.0
92,Yes,52,70,30,6.3,6.4
81,No,86,68,37,7.4,7.2
83,No,51,67,25,5.6,6.2
48,Yes,22,30,10,2.6,2.9
92,Yes,84,68,39,7.4,8.2
65,No,62,59,25,6.3,5.9
89,Yes,79,67,32,7.0,7.3
55,Yes,34,41,19,3.8,4.8
72,Yes,61,65,33,6.5,7.1
62,No,91,63,40,8.0,7.4
79,No,67,64,31,7.0,7.0
74,Yes,91,72,40,8.4,8.2
70,Yes,61,63,33,6.3,6.9
88,No,68,66,29,7.0,6.7
91,Yes,55,67,35,6.4,6.9
70,Yes,75,66,33,7.3,7.2
62,Yes,69,66,31,6.4,6.9
94,Yes,50,68,25,5.7,6.3
60,No,73,66,37,6.9,7.1
97,Yes,54,68,26,5.8,7.0
85,Yes,92,65,35,7.5,7.7
73,Yes,75,67,31,7.5,8.1
44,No,35,38,20,4.0,3.7
60,No,91,59,40,7.5,7.0
69,Yes,53,60,26,5.5,6.4
66,No,67,65,34,6.9,7.1
84,Yes,51,64,33,6.1,6.3
60,No,24,27,9,2.3,2.4
81,Yes,52,65,24,5.7,6.1
84,Yes,74,69,30,7.3,8.1
44,Yes,34,37,22,3.8,4.1
61,Yes,53,65,29,6.0,6.8
61,No,63,62,27,5.9,6.5
61,No,62,60,34,5.7,6.1
55,No,28,35,20,3.5,3.7
73,Yes,82,64,34,7.2,7.7
92,No,85,73,35,8.0,8.0
77,Yes,67,64,32,6.1,6.5
78,No,89,69,34,7.8,7.5
81,No,71,63,35,7.1,6.9
54,Yes,26,34,12,3.4,3.7
71,No,57,65,33,6.6,6.0
58,Yes,35,27,20,2.8,4.2
82,Yes,86,67,38,8.1,8.7
73,No,99,66,45,7.8,8.0
78,Yes,85,68,36,7.3,8.2
86,Yes,53,65,29,6.1,6.4
80,Yes,57,66,27,6.3,6.4
85,Yes,72,66,32,6.7,7.3
82,Yes,87,69,34,7.9,7.9
90,No,58,70,30,6.0,6.4
88,Yes,88,71,37,8.3,8.2
81,No,78,70,37,6.9,7.5
43,No,32,40,18,3.3,3.4
49,Yes,34,28,17,3.0,3.8
77,No,80,68,34,7.0,7.4
77,Yes,62,66,29,6.5,6.9
91,Yes,86,67,38,7.7,8.6
83,Yes,92,66,42,8.1,8.7
40,Yes,37,29,12,3.2,3.5
59,No,32,23,13,2.6,2.7
61,Yes,81,61,30,6.9,7.2
55,No,42,43,21,4.1,4.1
90,No,79,70,38,7.7,8.0
98,Yes,59,70,29,6.9,7.2
62,No,94,64,43,8.1,7.8
47,No,40,28,18,3.8,3.3
77,No,52,70,26,6.2,6.3
73,Yes,72,62,30,6.8,7.2
64,Yes,55,64,29,5.5,6.0
83,Yes,56,67,26,6.6,7.0
79,No,73,63,31,6.7,6.6
64,Yes,81,62,35,7.6,7.9
84,No,95,72,42,8.5,8.9
90,No,85,69,35,7.6,7.5
91,Yes,92,72,42,8.2,8.6
96,Yes,71,68,36,7.1,7.9
76,No,66,64,36,6.6,6.9
50,Yes,31,34,19,3.0,3.7
95,Yes,85,73,37,7.9,8.3
72,Yes,78,67,40,7.4,8.3
66,Yes,63,64,28,6.7,6.7
77,Yes,68,65,36,6.9,7.1
76,Yes,72,67,31,7.4,7.9
83,Yes,51,68,26,5.8,6.1
83,Yes,94,72,38,8.7,8.8
90,Yes,76,71,39,7.4,8.0
80,Yes,88,66,33,7.9,7.9
64,No,59,59,29,5.8,6.2
42,Yes,37,23,10,3.1,3.3
72,Yes,96,64,41,7.9,8.7
99,No,61,70,32,6.9,7.2
65,Yes,67,65,33,6.4,7.5
98,Yes,69,72,39,7.4,8.3
64,No,69,66,35,6.9,6.6
69,Yes,80,68,32,6.9,7.4
62,No,70,62,29,6.3,6.8
